X-Coordinates	Y-Coordinates
849.1466	328.33373
630.161	261.42412
769.84096	131.25766
700.74857	267.42469
833.28171	204.59046
665.93405	496.34802
606.35552	273.21144
678.95416	235.0482
615.78413	274.35211
677.29235	467.39635
822.11612	313.99079
585.93045	294.32648
709.81099	209.50765
895.49379	349.05993
700.63379	470.05964
655.06122	265.35117
726.48082	292.26649
803.23108	293.00868
714.85564	304.86333
886.07408	349.05053
888.58804	354.11201
613.45508	276.51188
664.36278	475.96836
666.88698	449.97326
654.40521	270.46394
756.88403	106.43073
684.71076	451.73474
603.82123	289.1606
668.51261	195.79057
655.31485	471.14323
722.96838	348.9503
874.77729	330.53277
689.1315	227.24247
660.44914	226.86352
687.23888	473.02074
762.11972	118.58973
692.55774	269.33471
886.90737	346.72193
708.56734	131.6786
895.97911	359.41681
746.13134	288.56955
740.90071	489.67723
873.00114	336.47205
759.27507	273.765
652.45106	471.0165
670.44979	251.91061
581.06915	288.94443
798.1834	-17.99443
741.8104	105.59549
662.21194	455.0333
798.57063	222.68034
745.41776	493.56457
721.95898	511.32928
891.75095	340.23979
798.43613	78.5748
694.74164	221.03976
703.12465	306.08603
654.8441	479.10905
807.7714	297.93447
863.70486	322.75893
594.11254	298.26696
655.96664	234.04705
659.54078	489.04102
780.69555	97.26158
676.38952	474.3031
607.21741	281.8879
665.19098	180.67991
722.28525	489.83768
779.1802	-6.94015
659.77209	483.44637
889.75985	345.45691
655.72804	252.48531
667.70213	210.27037
685.06227	267.67646
618.53993	281.13026
707.43952	235.22912
660.6298	257.79006
640.09208	252.24921
791.92316	-19.78912
645.1398	270.22025
645.24111	279.88522
644.41512	484.21444
792.33498	288.25916
719.39954	510.98851
886.51976	341.59471
719.60685	516.57926
858.85044	318.80661
662.84021	175.80777
781.07731	-18.47218
691.46915	313.02636
639.98803	124.25757
660.1457	162.94475
820.27799	317.51622
842.38637	317.21039
706.8751	432.78152
647.12627	176.82859
823.84031	319.29361
684.65017	250.97284
702.54571	273.69891
896.62818	356.48877
644.00842	125.14546
788.32102	129.56812
660.62396	231.9942
737.32123	268.42626
632.52302	446.89002
670.93854	260.70278
690.1076	486.61254
709.95532	267.26181
792.1368	96.38297
743.16855	102.79746
666.64571	130.77859
603.77885	277.71965
790.78092	75.80087
663.61913	456.46519
795.40537	16.75578
777.11574	-5.77218
811.49149	76.32549
813.89556	62.8604
779.45816	110.03317
748.01546	281.39939
664.00551	262.36504
671.39152	234.04851
794.02129	290.8187
849.36463	320.17835
676.5183	465.98156
809.2779	74.09025
793.87529	-11.5563
636.46605	262.13819
593.98764	282.1536
631.9853	128.38568
791.49423	209.96191
888.9326	342.27921
788.32059	-24.99449
876.97479	353.1874
725.12485	215.82166
